2.0,2.0,444
2.0,2.25,184
4.333333333333333,0.8888888888888888,8
0.21428571428571427,0.4666666666666667,186
2.0,2.5,314
1.5555555555555556,0.4444444444444444,4
2.0,2.75,126
2.25,0.1875,14
2.0,3.0,316
0.6,1.1111111111111112,512
2.0,3.25,126
2.0,1.2857142857142858,86
1.875,0.07142857142857142,28
2.0,3.5,214
2.1666666666666665,0.08333333333333333,14
2.0,1.1428571428571428,128
2.0,3.75,184
2.25,0.25,132
0.5333333333333333,0.6363636363636364,8
2.0,4.0,260
2.0,4.5,145
4.333333333333333,1.7777777777777777,4
2.25,0.3125,26
0.5333333333333333,0.23076923076923078,30
2.0,5.0,186
1.5555555555555556,0.2222222222222222,4
2.0,5.5,98
2.25,0.375,26
2.0,6.0,180
0.4444444444444444,0.7142857142857143,16
2.0,6.5,98
2.0,0.6428571428571429,138
2.25,0.4375,10
2.0,7.0,132
2.0,0.5714285714285714,206
2.0,7.5,138
2.25,0.5,174
2.0,8.0,132
2.25,0.5625,3
2.0,9.0,70
4.333333333333333,0.2222222222222222,18
2.25,0.625,42
0.5333333333333333,0.46153846153846156,30
2.0,10.0,84
2.25,0.6875,6
1.5555555555555556,0.1111111111111111,4
2.0,11.0,40
2.25,0.75,38
2.0,12.0,78
3.6666666666666665,0.3333333333333333,86
2.25,0.8125,6
2.0,13.0,40
2.25,0.875,14
2.0,14.0,54
2.5,0.0625,66
2.25,0.9375,6
2.0,0.2857142857142857,244
2.0,15.0,62
2.25,1.0,193
2.0,16.0,44
2.25,1.125,4
4.333333333333333,0.4444444444444444,14
2.25,1.25,58
0.5333333333333333,0.9230769230769231,22
2.25,1.375,8
2.25,1.5,40
1.1538461538461537,0.8666666666666667,832
3.6666666666666665,0.16666666666666666,56
2.25,1.625,8
0.6,0.5555555555555556,480
2.25,1.75,18
2.5,0.125,158
2.25,1.875,8
2.0,0.14285714285714285,248
2.25,2.0,184
2.25,2.25,5
1.1666666666666667,4.666666666666667,16
2.25,2.5,60
2.5,0.1875,82
2.25,2.75,10
1.875,1.2857142857142858,8
2.25,3.0,38
3.6666666666666665,1.3333333333333333,28
2.25,3.25,10
1.1,3.2,6
0.4444444444444444,0.35714285714285715,16
2.25,3.5,18
2.5,0.25,260
3.6666666666666665,1.0833333333333333,10
2.25,3.75,10
2.0,0.07142857142857142,214
2.25,4.0,145
2.25,1.1428571428571428,86
2.5,0.3125,24
3.6666666666666665,1.8333333333333333,4
2.25,4.5,4
1.1,2.2,2
2.25,5.0,54
0.21428571428571427,0.9333333333333333,314
2.5,0.375,156
2.25,5.5,8
1.875,0.6428571428571429,8
5.333333333333333,0.1111111111111111,38
2.25,6.0,30
2.5,0.4375,36
