1,2,2,3,2,4,2,4,3,4,2,6,2,4,4,5,2,6,2,6,4,4,2,8,3,4,4,6,2,8,2,
2,3,4,4,4,6,4,5,6,6,4,8,4,6,8,6,2,7,2,6,6,4,2,8,4,4,6,6,2,10,2,
2,4,3,6,4,6,4,8,4,8,2,7,2,6,4,8,2,6,2,10,4,4,2,8,4,4,3,8,2,8,2,
3,4,6,5,6,8,6,6,7,6,4,8,4,6,10,5,2,8,2,6,8,4,2,8,5,4,6,6,2,10,2,
2,4,4,6,3,8,2,6,4,4,2,10,2,4,4,6,2,8,2,5,4,4,2,10,2,4,4,6,2,6,2,
4,6,6,8,8,7,6,8,6,10,4,8,4,8,8,8,2,6,2,10,6,4,2,7,6,4,4,8,2,8,2,
2,4,4,6,2,6,1,6,4,4,2,8,2,2,4,6,2,6,2,6,2,4,2,8,2,4,4,3,2,6,2,
4,5,8,6,6,8,6,5,8,6,4,8,4,6,10,4,2,7,2,6,8,4,2,6,4,4,6,6,2,8,2,
3,6,4,7,4,6,4,8,3,8,2,6,2,6,4,7,2,4,2,8,4,4,2,6,3,4,2,6,2,6,2,
4,6,8,6,4,10,4,6,8,5,4,10,4,6,6,6,2,8,2,4,6,4,2,8,2,4,6,4,2,6,2,
2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,2,2,4,2,4,2,4,2,4,2,
6,8,7,8,10,8,8,8,6,10,4,7,4,8,8,6,2,6,2,8,6,4,2,6,6,4,3,6,2,6,2,
2,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,2,2,2,4,2,4,2,
4,6,6,6,4,8,2,6,6,6,4,8,4,3,6,6,2,6,2,4,2,4,2,6,2,4,4,2,2,6,2,
4,8,4,10,4,8,4,10,4,6,2,8,2,6,3,8,2,6,2,6,2,4,2,6,2,4,2,6,2,4,2,
5,6,8,5,6,8,6,4,7,6,4,6,4,6,8,3,2,6,2,4,6,4,2,4,3,4,4,4,2,6,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
6,7,6,8,8,6,6,7,4,8,4,6,4,6,6,6,2,3,2,6,4,2,2,4,4,2,2,4,2,4,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,
6,6,10,6,5,10,6,6,8,4,4,8,4,4,6,4,2,6,2,3,6,2,2,6,2,2,4,2,2,4,2,
4,6,4,8,4,6,2,8,4,6,2,6,2,2,2,6,2,4,2,6,1,2,2,4,2,2,2,2,2,2,2,
4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,
8,8,8,8,10,7,8,6,6,8,4,6,4,6,6,4,2,4,2,6,4,2,2,3,4,2,2,4,2,2,2,
3,4,4,5,2,6,2,4,3,2,2,6,2,2,2,3,2,4,2,2,2,2,2,4,1,2,2,2,2,2,2,
4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,
4,6,3,6,4,4,4,6,2,6,2,3,2,4,2,4,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,
6,6,8,6,6,8,3,6,6,4,4,6,4,2,6,4,2,4,2,2,2,2,2,4,2,2,2,1,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,
8,10,8,10,6,8,6,8,6,6,4,6,4,6,4,6,2,4,2,4,2,2,2,2,2,2,2,2,2,1,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
