1,2,2,3,2,4,2,4,3,4,2,6,2,4,4,5,2,6,2,6,4,4,2,8,3,4,4,6,2,8,2,6,4,4,4,9,2,4,4,8,2,8,2,6,6,4,2,10,3,6,4,6,2,8,4,8,4,4,2,12,2,4,6,7,4,8,2,6,4,8,2,12,2,4,6,6,4,8,2,10,5,4,2,12,4,4,4,8,2,12,4,6,4,4,4,12,2,6,6,9,2,8,2,8,8,4,2,12,2,8,4,10,2,8,4,6,6,4,4,16,3,4,4,6,4,12,2,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,4,16,4,12,8,8,8,18,4,8,8,16,4,16,4,12,12,8,4,20,6,12,8,12,4,16,8,16,8,8,4,24,4,8,12,14,8,16,4,12,8,16,4,24,4,8,12,12,8,16,4,20,10,8,4,24,8,8,8,16,4,24,8,12,8,8,8,24,4,12,12,18,4,16,4,16,16,8,4,24,4,16,8,20,4,16,8,12,12,8,8,32,6,8,8,12,8,24,4,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,4,16,4,12,8,8,8,18,4,8,8,16,4,16,4,12,12,8,4,20,6,12,8,12,4,16,8,16,8,8,4,24,4,8,12,14,8,16,4,12,8,16,4,24,4,8,12,12,8,16,4,20,10,8,4,24,8,8,8,16,4,24,8,12,8,8,8,24,4,12,12,18,4,16,4,16,16,8,4,24,4,16,8,20,4,16,8,12,12,8,8,32,6,8,8,12,8,24,4,
3,6,6,9,6,12,6,12,9,12,6,18,6,12,12,15,6,18,6,18,12,12,6,24,9,12,12,18,6,24,6,18,12,12,12,27,6,12,12,24,6,24,6,18,18,12,6,30,9,18,12,18,6,24,12,24,12,12,6,36,6,12,18,21,12,24,6,18,12,24,6,36,6,12,18,18,12,24,6,30,15,12,6,36,12,12,12,24,6,36,12,18,12,12,12,36,6,18,18,27,6,24,6,24,24,12,6,36,6,24,12,30,6,24,12,18,18,12,12,48,9,12,12,18,12,36,6,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,4,16,4,12,8,8,8,18,4,8,8,16,4,16,4,12,12,8,4,20,6,12,8,12,4,16,8,16,8,8,4,24,4,8,12,14,8,16,4,12,8,16,4,24,4,8,12,12,8,16,4,20,10,8,4,24,8,8,8,16,4,24,8,12,8,8,8,24,4,12,12,18,4,16,4,16,16,8,4,24,4,16,8,20,4,16,8,12,12,8,8,32,6,8,8,12,8,24,4,
4,8,8,12,8,16,8,16,12,16,8,24,8,16,16,20,8,24,8,24,16,16,8,32,12,16,16,24,8,32,8,24,16,16,16,36,8,16,16,32,8,32,8,24,24,16,8,40,12,24,16,24,8,32,16,32,16,16,8,48,8,16,24,28,16,32,8,24,16,32,8,48,8,16,24,24,16,32,8,40,20,16,8,48,16,16,16,32,8,48,16,24,16,16,16,48,8,24,24,36,8,32,8,32,32,16,8,48,8,32,16,40,8,32,16,24,24,16,16,64,12,16,16,24,16,48,8,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,4,16,4,12,8,8,8,18,4,8,8,16,4,16,4,12,12,8,4,20,6,12,8,12,4,16,8,16,8,8,4,24,4,8,12,14,8,16,4,12,8,16,4,24,4,8,12,12,8,16,4,20,10,8,4,24,8,8,8,16,4,24,8,12,8,8,8,24,4,12,12,18,4,16,4,16,16,8,4,24,4,16,8,20,4,16,8,12,12,8,8,32,6,8,8,12,8,24,4,
4,8,8,12,8,16,8,16,12,16,8,24,8,16,16,20,8,24,8,24,16,16,8,32,12,16,16,24,8,32,8,24,16,16,16,36,8,16,16,32,8,32,8,24,24,16,8,40,12,24,16,24,8,32,16,32,16,16,8,48,8,16,24,28,16,32,8,24,16,32,8,48,8,16,24,24,16,32,8,40,20,16,8,48,16,16,16,32,8,48,16,24,16,16,16,48,8,24,24,36,8,32,8,32,32,16,8,48,8,32,16,40,8,32,16,24,24,16,16,64,12,16,16,24,16,48,8,
3,6,6,9,6,12,6,12,9,12,6,18,6,12,12,15,6,18,6,18,12,12,6,24,9,12,12,18,6,24,6,18,12,12,12,27,6,12,12,24,6,24,6,18,18,12,6,30,9,18,12,18,6,24,12,24,12,12,6,36,6,12,18,21,12,24,6,18,12,24,6,36,6,12,18,18,12,24,6,30,15,12,6,36,12,12,12,24,6,36,12,18,12,12,12,36,6,18,18,27,6,24,6,24,24,12,6,36,6,24,12,30,6,24,12,18,18,12,12,48,9,12,12,18,12,36,6,
4,8,8,12,8,16,8,16,12,16,8,24,8,16,16,20,8,24,8,24,16,16,8,32,12,16,16,24,8,32,8,24,16,16,16,36,8,16,16,32,8,32,8,24,24,16,8,40,12,24,16,24,8,32,16,32,16,16,8,48,8,16,24,28,16,32,8,24,16,32,8,48,8,16,24,24,16,32,8,40,20,16,8,48,16,16,16,32,8,48,16,24,16,16,16,48,8,24,24,36,8,32,8,32,32,16,8,48,8,32,16,40,8,32,16,24,24,16,16,64,12,16,16,24,16,48,8,
