1,2,2,3,2,4,2,4,3,4,2,6,2,4,4,5,2,6,2,6,4,4,2,8,3,4,4,6,2,8,2,
2,3,4,4,4,6,4,5,6,6,4,8,4,6,8,6,4,9,4,8,8,6,4,10,6,6,8,8,4,12,4,
2,4,3,6,4,6,4,8,4,8,4,9,4,8,6,10,4,8,4,12,6,8,4,12,6,8,5,12,4,12,4,
3,4,6,5,6,8,6,6,9,8,6,10,6,8,12,7,6,12,6,10,12,8,6,12,9,8,12,10,6,16,6,
2,4,4,6,3,8,4,8,6,6,4,12,4,8,6,10,4,12,4,9,8,8,4,16,4,8,8,12,4,12,4,
4,6,6,8,8,9,8,10,8,12,8,12,8,12,12,12,8,12,8,16,12,12,8,15,12,12,10,16,8,18,8,
2,4,4,6,4,8,3,8,6,8,4,12,4,6,8,10,4,12,4,12,6,8,4,16,6,8,8,9,4,16,4,
4,5,8,6,8,10,8,7,12,10,8,12,8,10,16,8,8,15,8,12,16,10,8,14,12,10,16,12,8,20,8,
3,6,4,9,6,8,6,12,5,12,6,12,6,12,8,15,6,10,6,18,8,12,6,16,9,12,6,18,6,16,6,
4,6,8,8,6,12,8,10,12,9,8,16,8,12,12,12,8,18,8,12,16,12,8,20,8,12,16,16,8,18,8,
2,4,4,6,4,8,4,8,6,8,3,12,4,8,8,10,4,12,4,12,8,6,4,16,6,8,8,12,4,16,4,
6,8,9,10,12,12,12,12,12,16,12,15,12,16,18,14,12,16,12,20,18,16,12,18,18,16,15,20,12,24,12,
2,4,4,6,4,8,4,8,6,8,4,12,3,8,8,10,4,12,4,12,8,8,4,16,6,6,8,12,4,16,4,
4,6,8,8,8,12,6,10,12,12,8,16,8,9,16,12,8,18,8,16,12,12,8,20,12,12,16,12,8,24,8,
4,8,6,12,6,12,8,16,8,12,8,18,8,16,9,20,8,16,8,18,12,16,8,24,8,16,10,24,8,18,8,
5,6,10,7,10,12,10,8,15,12,10,14,10,12,20,9,10,18,10,14,20,12,10,16,15,12,20,14,10,24,10,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,3,12,4,12,8,8,4,16,6,8,8,12,4,16,4,
6,9,8,12,12,12,12,15,10,18,12,16,12,18,16,18,12,15,12,24,16,18,12,20,18,18,12,24,12,24,12,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,3,12,8,8,4,16,6,8,8,12,4,16,4,
6,8,12,10,9,16,12,12,18,12,12,20,12,16,18,14,12,24,12,15,24,16,12,24,12,16,24,20,12,24,12,
4,8,6,12,8,12,6,16,8,16,8,18,8,12,12,20,8,16,8,24,9,16,8,24,12,16,10,18,8,24,8,
4,6,8,8,8,12,8,10,12,12,6,16,8,12,16,12,8,18,8,16,16,9,8,20,12,12,16,16,8,24,8,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,3,16,6,8,8,12,4,16,4,
8,10,12,12,16,15,16,14,16,20,16,18,16,20,24,16,16,20,16,24,24,20,16,21,24,20,20,24,16,30,16,
3,6,6,9,4,12,6,12,9,8,6,18,6,12,8,15,6,18,6,12,12,12,6,24,5,12,12,18,6,16,6,
4,6,8,8,8,12,8,10,12,12,8,16,6,12,16,12,8,18,8,16,16,12,8,20,12,9,16,16,8,24,8,
4,8,5,12,8,10,8,16,6,16,8,15,8,16,10,20,8,12,8,24,10,16,8,20,12,16,7,24,8,20,8,
6,8,12,10,12,16,9,12,18,16,12,20,12,12,24,14,12,24,12,20,18,16,12,24,18,16,24,15,12,32,12,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,3,16,4,
8,12,12,16,12,18,16,20,16,18,16,24,16,24,18,24,16,24,16,24,24,24,16,30,16,24,20,32,16,27,16,
2,4,4,6,4,8,4,8,6,8,4,12,4,8,8,10,4,12,4,12,8,8,4,16,6,8,8,12,4,16,3,
