1,2,2,3,2,4,2,4,3,4,2,6,2,4,4,5,2,6,2,6,4,4,2,8,3,4,4,6,2,8,2,6,4,4,4,9,2,4,4,8,2,8,2,6,6,4,2,10,3,6,4,6,2,8,4,8,4,4,2,12,2,4,6,7,4,8,2,6,4,8,2,12,2,4,6,6,4,8,2,10,5,4,2,12,4,4,4,8,2,12,4,6,4,4,4,12,2,6,6,9,2,8,2,8,8,4,2,12,2,8,4,10,2,8,4,6,6,4,4,16,3,4,4,6,4,12,2,
2,3,4,4,4,6,4,5,6,6,4,8,4,6,8,6,4,9,4,8,8,6,4,10,6,6,8,8,4,12,4,7,8,6,8,12,4,6,8,10,4,12,4,8,12,6,4,12,6,9,8,8,4,12,8,10,8,6,4,16,4,6,12,8,7,11,3,7,7,11,3,14,3,5,11,7,7,11,3,11,9,5,3,15,7,5,7,9,3,17,7,7,7,5,7,13,3,8,11,11,3,11,3,9,15,5,3,15,3,11,7,11,3,11,7,7,11,5,7,19,5,5,7,7,7,17,3,
2,4,3,6,4,6,4,8,4,8,4,9,4,8,6,10,4,8,4,12,6,8,4,12,6,8,5,12,4,12,4,12,6,8,8,12,4,8,6,16,4,12,3,11,7,7,3,14,5,11,5,11,3,9,7,15,5,7,3,17,3,7,7,13,7,11,3,11,5,15,3,15,3,7,8,11,7,11,3,19,5,7,3,17,7,6,5,14,3,14,7,10,5,6,7,16,3,10,7,16,3,10,3,14,11,6,3,13,3,14,5,18,3,10,7,10,7,6,7,22,5,6,5,10,7,14,3,
3,4,6,5,6,8,6,6,9,8,6,10,6,8,12,7,6,12,6,10,12,8,6,12,9,8,12,10,6,16,6,8,11,7,11,14,5,7,11,11,5,15,5,9,17,7,5,13,8,11,11,9,5,15,11,11,11,7,5,19,5,7,17,8,10,14,4,8,10,14,4,16,4,6,16,8,10,14,4,12,13,6,4,18,10,6,10,10,4,22,10,8,10,6,10,14,4,10,15,13,4,13,4,10,21,6,4,17,4,14,9,12,4,13,10,8,15,6,10,21,7,6,9,8,10,21,4,
2,4,4,6,3,8,4,8,6,6,4,12,4,8,6,10,4,12,4,9,8,8,4,16,4,7,7,11,3,11,3,11,7,7,5,17,3,7,7,11,3,15,3,11,8,7,3,19,5,7,7,10,3,14,5,14,7,6,3,16,3,6,11,12,5,14,3,10,7,10,3,22,3,6,7,10,7,13,3,13,8,6,3,21,5,6,6,14,3,15,7,10,6,6,5,21,3,10,10,10,3,13,3,13,10,6,3,20,3,10,6,17,3,13,5,9,10,6,7,20,5,6,6,9,4,21,3,
4,6,6,8,8,9,8,10,8,12,8,12,8,12,12,12,8,12,8,16,12,11,7,14,11,11,9,15,7,17,7,13,11,11,15,15,7,11,11,19,7,17,6,14,14,10,6,16,10,16,10,14,6,13,14,18,10,10,6,22,6,10,14,14,13,15,5,13,9,21,5,17,5,9,15,13,13,15,5,21,9,9,5,21,13,8,9,16,5,20,13,12,9,8,13,17,5,14,13,20,5,14,5,16,21,8,5,16,5,19,9,20,5,14,12,12,13,8,13,25,9,8,9,12,12,20,5,
2,4,4,6,4,8,3,8,6,8,4,12,4,6,8,10,4,12,3,11,5,7,3,15,5,7,7,8,3,15,3,11,7,7,5,17,3,6,7,14,3,10,3,10,11,6,3,18,3,10,7,10,3,14,7,10,6,6,3,21,3,6,7,12,7,13,3,10,6,10,3,21,3,6,10,9,5,13,3,17,8,6,3,14,7,6,6,13,3,21,5,9,6,6,6,20,3,6,10,14,3,13,3,13,9,6,3,20,3,13,6,12,3,12,6,9,10,6,5,26,5,6,6,9,6,14,3,
4,5,8,6,8,10,8,7,12,10,8,12,8,10,16,8,7,14,7,11,15,9,7,13,11,9,15,11,7,19,7,8,14,8,14,16,6,8,14,12,6,18,6,10,22,8,6,14,10,13,13,10,6,17,14,12,13,8,6,21,6,8,21,8,13,16,5,9,12,17,5,17,5,7,20,9,13,16,5,13,16,7,5,20,12,7,12,11,5,25,13,9,12,7,12,14,5,12,19,14,5,15,5,11,26,7,5,19,5,16,11,13,5,15,12,9,19,7,12,22,9,7,11,9,12,24,5,
3,6,4,9,6,8,6,12,5,12,6,12,6,12,7,14,5,9,5,17,7,11,5,15,8,11,5,17,5,14,5,16,7,10,11,13,5,10,7,22,5,14,4,15,8,9,4,17,7,15,6,15,4,9,10,21,6,9,4,20,4,9,8,17,10,13,4,14,6,21,4,16,4,9,9,14,10,13,4,25,5,9,4,20,9,8,6,19,4,15,10,13,6,8,9,19,4,14,8,21,4,12,4,19,12,8,4,13,4,19,6,24,4,12,9,13,8,8,9,25,7,8,6,13,9,15,4,
4,6,8,8,6,12,8,10,12,9,8,16,7,11,11,11,7,17,7,11,15,11,7,19,7,10,14,14,6,16,6,12,14,10,10,22,6,10,13,13,6,21,6,14,15,10,6,21,10,10,13,13,6,20,10,17,13,9,6,20,6,9,21,13,9,19,5,12,12,14,5,25,5,8,12,12,13,18,5,14,15,8,5,26,9,8,11,16,5,21,12,12,11,8,9,22,5,13,19,12,5,18,5,15,18,8,5,25,5,14,11,18,5,18,9,11,18,8,12,23,9,8,11,11,7,28,5,
